词条	拼音	分类	释义	例句
物事	meh23zy31	副词能愿词	大概，用在句子开头，表示对情况的推测	~俚昨日朆晓得葛。（大概他昨天没听到。）
作兴	tsoh55shin34	副词能愿词	可能	明朝~要落雨。
作时<老>	tsoh55zyu34	副词能愿词	可能	
作兴道		副词能愿词	可能	
故所以		副词能愿词	所以	
不过	pih55kou34	副词能愿词		
但不过		副词能愿词		
非但	fi55de21	副词能愿词	不但	
弗但	feh55de34	副词能愿词	不但	
嘦得	ciau41teh34	副词能愿词	只要	~俚弗去，事体就弄弗成功。
在外	ze22ga44	副词能愿词	另外	每个小朋友发两块饼干，听闲话葛~发一块糖。
直搭葛		副词能愿词	很迫切地	~要得去则。（很迫切地拿走了。）
一A	ih43	副词能愿词	A得多，A限于少数情况可以迅速发生变化的常用单音节形容词	一好。（好得多。）|眼睛门前一亮。（一下子亮多了。）
一A得勒	ih43…teh55leh55	副词能愿词	A得多	一好得勒。|一亮得勒。
搭	taeh43	介词连词	①和	我~倷裁是苏州人
搭	taeh43	介词连词	②跟	我~俚一淘去。（我跟他一块儿去。）
搭	taeh43	介词连词	③替	倷~我写封信。
难	ne223	介词连词	连词，承接前句，相当于“这下”	~弄弗落则。（这下弄糟了。）
辣	laeh23	介词连词	在	~苏州工作。|坐~地浪（地上）。
勒海	leh23he31	介词连词	在（这儿）	~屋里（在家）|~做作业|一径立~（一直站着）
勒浪	leh23laon31	介词连词	在（那儿）	~北京（在北京）|~做作业|一径立~（一直站着）
拨	peh43	介词连词	给，被	~俚骂仔一顿。
拿	no223	介词连词	把	~门关好。
朝	zau223	介词连词		俚勒海~我笑。（他在对我笑。）
望	maon231	介词连词	①~到外头；	
望	maon231	介词连词	②~里向走（望里走。）	
问	men231	介词连词	①问	~俚一个问题。
问	men231	介词连词	②向	~俚借本书。
从	zon223	介词连词	~今朝起；象声词	
插贴塔		介词连词	形容猪肉之类的东西掉底下的声音	一摊肉酱~特辣地浪（掉在地上）。
百滴答		介词连词	形容东西折断的声音	
北的笃		介词连词	形容灵便、快捷地一跳	
此通此通		介词连词	哭泣的样子，哭声小，但很伤心	
□此□此		介词连词	形容人不擅辞令，说不清话的样子	
低低□□		介词连词	形容幼儿说很多话的可爱样子	
听听□□		介词连词	携带的东西水太多，带到哪儿是，水滴到哪儿，这种情况叫~	
听□踢塔		介词连词	搬动器物时发出的很大声音，附加成分	
第—	di231	介词连词	用于排序	~一、~二
初—	tshou44	介词连词	用于农历日期	~一、~二
老—	lau231	介词连词	①用于子女的排行	~大、~二
老—	aeh43	介词连词	②用于姓前	~张、~李
阿—	aeh43	介词连词	①用于子女的排行，跟“老”相近；	~大、~二头
阿—	aeh43	介词连词	②用在少量指人的俗语钱，多有贬义	~曲死（土气的人）
能—	nen223	介词连词	后头跟表重量、容量的量词，如“斤，碗，船”等，表示将近一斤，一碗，一船，强调多，中加成分	有~碗得来。（差不多一碗呢！）
—勒—	leh23	介词连词	在两个重叠的动词中，表示动作的连续反复，后置成分	摇~摇|飘~飘|看~看，看出问题来则
—子	tsy51	介词连词	名词后缀	儿~、鞋~、学生~
—头	deu223	介词连词	①名词后缀	石~|浇~（加在面条上的菜肴）|甜~|阿六~（老六，指人）
—头	deu223	介词连词	②动词后缀，表示做某事的价值	吃~（吃头儿）：搿个菜无不|看~（看头儿）：该出戏有~
—儿	ng	介词连词		筷~（筷子）|囡~（女儿）|小娘~（小女孩儿）
笃	toh43	介词连词	在人称代词或指人名词后，表这一类人	俚~（他们）|学生子~（学生们）
浪	laon	介词连词	方位词“上”	天~|抬子~
浪向	laonshian	介词连词	方位词“上”	
里	li231	介词连词	方位词	屋~（家里）|学堂~（学校里）|心~
里向	li22shian44	介词连词	方位词	
搭	taeh43	介词连词	在名词、代词后，表处所	哀~（这里）|哪~（哪里）|小王~（小王那儿）
搭点	taehtie	介词连词	在名词、代词后，表处所	
搭摊	taehthe	介词连词	在名词、代词后，表处所	
葛	keh43	介词连词	助词“的”，本子应是“个”	我~物事(我的东西）|红~衣裳|我会~
叫	ciau	介词连词	重叠式副词的后缀	轻轻~|慢慢~
—生活	san3weh43	介词连词	制作补语，相当于“很”，前头必须有“得”	喊俚做点啥是难得~（叫他做点什么真难极了。）
—淘里	dau22li44	介词连词	在名词后，表某一类人，强调起内部关系较好	姊妹~|同学~
—家子	ka55tsy21	介词连词	在名词后，表某一种身份的人	男人~
—跟手	ken55seu21	介词连词	身边	就辣爷娘~。（就在父母身边。）
—范就	ve24zeu21	介词连词	在名词后，指一个注定的、无法改变的原因	年纪~，做弗动哉。（年纪原因，做不动了|潮流~，无不办法葛。（这是潮流如此，无法改变的。）
—滴嗒	tih55taeh55	介词连词	在形容词后，非完全重叠式后缀，贬义	绸头~（形容人很绸，绸大致有“二百五”的意思|洋盘~（嘲笑人很外行）
吉夹	cih55kaeh55	介词连词	在形容词后，非完全重叠式后缀，贬义	
…法…法	…faeh43…faeh43	介词连词	在动词后，表状态	跳法跳法（跳啊跳啊）|挥法挥法（甩啊甩啊）
拗	au44	助词叹词	表示听从对方的意见，多用在孩子对家长	~，晓得则。
孩	ghe223	助词叹词	表示是这样	~，是该。
哑	o51	助词叹词	表示终于清楚了	~，是实梗。
鞋	gha223	助词叹词	表示没听见	~，倷讲啥？
盐	ye223	助词叹词	表示奇怪	~，人呢？
□一	wah23ih55	助词叹词	表示突然想起	~，想着则。（啊，想到了！）
尺贡	tshah55kon412	助词叹词	糟了、完了	恼末~。（这下完了。）
趁趁	tshen55tshen52	助词叹词	语气词，单用，表示不满、不平，类似北京口语“什么事儿”	难信道我就讲弗得啊？~！（难道我就说不得？什么事儿！）
趁趁得来		助词叹词	口头禅	
搿末	geh23meh55	助词叹词	那么，实际上常成为口头禅	~我明朝弗来则。
恼末	nau22meh44	助词叹词	发语词，表示接着往下说	~俚到仔上海。（然后他到了上海。）|~好（这下可好<反话>！）
□末	na22meh44	助词叹词	发语词，表示接着往下说	
难末	ne22meh44	助词叹词	发语词，表示接着往下说	
叫我		助词叹词	要是我……	倷忒好说话，~是弗肯该。（你太随和，要是我不会同意。）
叫啥		助词叹词	竟然、居然	昨日搭俚讲得蛮着实，今朝~会放生葛。（昨天跟他说得好好的，今天竟然会失约！）有时语义很弱，成了发语词。声调始终是前轻声。
倒说	tau55seh21	助词叹词	竟然、居然	
阿有啥		助词叹词	虚数事情时的口头语，谁知道	~我一开门看见一只老虫（老鼠）窜多！
赛过	se41kou34	助词叹词	在叙述事情一时说不出时常说	我昨日……~……有点……
葛说话		助词叹词	……的话	倷弗去~，就无不倷葛份抓。（你不去的话，就没你的份儿啦。）
要死哉		助词叹词	常用口头语，表示轻度的惊讶、不满，一般只用于女性	~，捺亨好讲搿种闲话葛佳。（天哪，怎么能说这种话呀。）
亦罢哉		助词叹词	对话时回答对方的口头语，但愿如此，如对方说孩子和有出息，考上大学了，就可回答	搿末（那么）~！
谢谢	zia22zia44	熟语		
覅客气		熟语	甭客气	
对弗住		熟语	对不起	
弗要紧		熟语	没关系（应答语）	
晏歇会		熟语	待会儿见，再见	
明朝会		熟语	明天见，再见	
再会	tse55we21	熟语	再见	
好葛	hau52keh21	熟语	表示同意对方，行（应答语）	
弗来事		熟语	不行	
触俉笃娘		熟语	操你妈，最常见骂人话	
看冷铺		熟语	冷眼旁观	登辣边浪~。（在一边看笑话。）
熟冷拳		熟语	趁人不备，暗中出手打人	
弄松人		熟语	捉弄、算计人	
出噱头		熟语	制造小骗局	倷勒海~惑。（你在捉弄人啊。）
扳错头		熟语	找茬	
搭架子		熟语	摆架子	
扎台形		熟语	出风头	倷今朝是~加。（你今天出足风头。）
掉枪花		熟语	偷梁换柱，弄虚作假	
打回票		熟语	碰钉子	
吃夹当		熟语	隔在中间两头受指责	
掼纱帽		熟语	辞职不干	
隑牌头		熟语	以……为靠山、后台	
拍马屁		熟语		
闯乡邻		熟语	串门儿，略有贬义	
搭讪头		熟语	套近乎	
拆烂污		熟语	做事不负责任	
吃讲茶		熟语	旧时习俗，发生矛盾的双方在茶馆里喝茶评理	
倒胃口		熟语	反感	
做人家		熟语	节约	蛮~葛|弗大~
掘壁洞		熟语	小偷在墙壁上挖洞，从墙洞入室偷东西	
开条夫		熟语	提出条件	
捉死蟹		熟语	瓮中捉鳖	
摸屁股		熟语	赶在别人后头	
豁零子		熟语	暗示别人	
照牌头		熟语	靠得住，愿望一定能实现	
看人头		熟语	对人不一视同仁	
掮木梢		熟语	受人利用，被人当枪使	
掮湿木梢		熟语	受人利用，被人当枪使	
吃豆腐		熟语	主要用言语挑逗妇女	
塔便宜		熟语	占便宜	
度死日		熟语	工作不积极、不负责，混日子	
吃钝头		熟语	碰钉子	
吃独食		熟语	一个人吃，不与人分享	
横戳枪		熟语	节外生枝	
摊世界		熟语	形容把东西扔得到处都是，不收拾	一转来就~。（一回来就把东西扔得到处都是！）
照份理		熟语	按理	~倷弗应该去葛。（按理你不应该去。）
寻休思		熟语	找茬儿	
睏扁头		熟语	白日做梦	
捏鼻头做梦		熟语	白日做梦	
捉冷刺		熟语	趁人不备	
发极蹦		熟语	因着急而用尽办法	
卖关子		熟语	说到事情的紧要、关键之处，故意停下不说	
无淘成		熟语	许许多多	铜钿用脱~。（钱用了很多。）
杭情杭事		熟语	许许多多	
讨手脚		熟语	令人麻烦	
抢羹饭		熟语	“羹饭”是供死人的，~是骂人吃饭太快	
轧苗头		熟语	察言观色	
打圆场		熟语	为争执双方调解、斡旋	
触壁脚		熟语	背后说人坏话	
关心筋		熟语	触及根本利害	覅搭俚提职称，搿是~葛事体。
有介事		熟语	有此事，确实如此	
踏肩头		熟语	几个人在年龄上一个挨着一个，多指一家好多兄弟姊妹，都是差两岁一个，这种现象五十年前常见	
听壁脚		熟语	偷听人家说话	
吃□头		熟语	挨批评	
吃排头		熟语	挨批评	
吃生活		熟语	挨揍	
扳退眼		熟语	用食指讲眼皮往下拉，讥笑人家不识羞耻	
抄近路		熟语		
偷死怪		熟语		
熬好戏		熟语		
有卵用		熟语		
无心想		熟语		
挑挑俚		熟语		
弗失头		熟语		
触霉头		熟语		
弗连牵		熟语		
弗像则		熟语		
弗犯着		熟语		
弗领盆		熟语		
弗入调		熟语		
弗习上		熟语		
弗灵□		熟语		
弗直落		熟语		
弗卵俚		熟语		
瞎卵斗		熟语		
瞎尺拍		熟语		
瞎妻穿		熟语		
好说话		熟语		
搭死掼		熟语		
穷迸绷		熟语		
无妈用		熟语		
懊门痛		熟语		
朝南坐		熟语		
恶死做		熟语		
窠里反		熟语		
半爿俏		熟语		
交叉过		熟语		
对壁撞		熟语		
下原虚		熟语		
逆面冲		熟语		
带坑臭		熟语		
人来疯		熟语		
路角侧		熟语		
鸡头浑		熟语		
阿胡卵		熟语		
鸭屎臭		熟语		
张晓得		熟语		
肚肠痒		熟语		
老茧起		熟语		
懒屁股		熟语		
喇叭腔		熟语		
假掩头		熟语		
假花头		熟语		
真生活		熟语		
真家伙		熟语		
大近共		熟语		
近共		熟语		
大生活		熟语		
和罗处		熟语		
矮模样		熟语		
模样		熟语		
模样浪		熟语		
尴尬戏		熟语		
咬得入		熟语		
弄弗落		熟语		
拎弗清		熟语		
屁糟筋		熟语		
意弗过		熟语		
气过骱		熟语		
催急急		熟语		
（眼睛）结（大/出）		熟语		
赶动身		熟语		
熟着法		熟语		
烂污糟		熟语		
脚碰脚		熟语		
直拔直		熟语		
和搭和		熟语		
缠勒拌		熟语		
把小心		熟语		
马件件		熟语		
一绞圈		熟语		
一来兴		熟语		
六席惹		熟语		
大淘点		熟语		
痴头怪脑		熟语		
犟头掘脑		熟语		
贼皮塌脸		熟语		
弹眼落睛		熟语		
勾肩搭背		熟语		
韧皮吊筋		熟语		
抓手抓脚		熟语		
前脚后脚		熟语		
出生出世		熟语		
面长面短		熟语		
真问真讲		熟语		
直言谈相		熟语		
关门落闩		熟语		
敲钉钻脚		熟语		
牵丝扳藤		熟语		
添油加酱		熟语		
浓油擦酱		熟语		
脱头落襻		熟语		
奇出怪样		熟语		
各旗各式		熟语		
闲文野账		熟语		
缠弯里曲		熟语		
死猫活实		熟语		
爬高络上		熟语		
横阔竖大		熟语		
绢光滴滑		熟语		
勒杀吊死		熟语		
老吃老做		熟语		
多说多话		熟语		
说来话去		熟语		
筋牵拉牵		熟语		
当着弗着		熟语		
神之乎之		熟语		
腾仓搭仓		熟语		
甜葛咸葛		熟语		
一天世界		熟语		
一和细丝		熟语		
一归一至		熟语		
指点戳三		熟语		
跌搭四冲		熟语		
奇出八怪		熟语		
派头一六		熟语		
搞七廿三		熟语		
一脚六手		熟语		
弗二弗三		熟语		
弗三弗四		熟语		
三番四复		熟语		
五爪金龙		熟语		
六缸水混		熟语		
三角六球		熟语		
七翘八裂		熟语		
七歪八训		熟语		
七端八正		熟语		
傍七傍八		熟语		
千多万谢		熟语		
横冷横冷		熟语		
白添白添		熟语		
挨年挨年		熟语		
徐坐徐坐		熟语		
扶寿扶寿		熟语		
□掐□掐		熟语		
（物事裁）发（出来）		熟语		
汗毛凛凛		熟语		
眼窠盈盈		熟语		
贼脱希希		熟语		
贼骨牵牵		熟语		
活扎利利		熟语		
方楞出角		熟语		
热吹颇烫		熟语		
淡子刮搭		熟语		
厚脂纳得		熟语		
厚脂黑纳得		熟语		
破注落索		熟语		
笔立司直		熟语		
擦光全新		熟语		
刮辣松脆		熟语		
夹燎丝白		熟语		
百葛来皱		熟语		
弄统过印		熟语		
的角四方		熟语		
心心挂念		熟语		
完完大吉		熟语		
疑惑疑之		熟语		
直丝直落		熟语		
的的刮刮		熟语		
坏坏抓抓		熟语		
割割裂裂		熟语		
拗拗应应		熟语		
陌陌生生		熟语		
陌陌户头		熟语		
细细到到		熟语		
细模细想		熟语		
杀杀薄薄		熟语		
断气喇叭		熟语		
老结主意		熟语		
笃定泰山		熟语		
珠花野米		熟语		
夹和钢金		熟语		
灰毛落拓		熟语		
灰尘白塳		熟语		
踏杀蚂蚁		熟语		
啥个一出		熟语		
狗屄倒灶		熟语		
说弗嘴响		熟语		
睏思梦东		熟语		
冤枉年障		熟语		
瞎说贴出		熟语		
杂葛乱拌		熟语		
城隍鬼叫		熟语		
啥个力升		熟语		
肮脏忘味		熟语		
狼藉脱		熟语		
贼弗空手		熟语		
真崭实货		熟语		
舞头劈拍		熟语		
劈虚当中		熟语		
别立火尖		熟语		
冤家七世		熟语		
纽结古结		熟语		
结葛罗多		熟语		
烟弗多点		熟语		
老夫塔之		熟语		
妈而哈之		熟语		
俚呼拉呼		熟语		
摇丁活络		熟语		
